472.269435398532	440.988953297344	704.438808190687	703.402470815126	300.495192788802	275.899936177893	347.815371768181	1041.04228448696	1097.95326127461	542.287252501592	740.775177565966	741.360658168102	760.298921711107	777.662311315429	1
476.103718037241	436.132401118943	706.404538076142	706.411723748974	305.364545551644	280.961752453202	347.933672712182	1040.92037070323	1100.80675651149	541.74073207306	736.11691201303	734.05692334239	765.625886479634	780.826890970529	1
475.560147214602	438.076590031541	707.914367252316	705.866171376076	302.715836688502	284.514756933162	347.904209008655	1040.6011416873	1102.35265036082	540.86508315889	737.568536827422	732.935078915762	767.124934491776	777.927067120723	1
487.022786513129	427.349810200514	701.693718183506	705.302645818609	327.62355695795	285.219501952786	345.17834088539	1050.6530997573	1090.05845995433	531.866859645002	745.745120494832	728.315589432199	765.413930796725	808.221695145838	1
480.188451821363	427.019633432159	683.871860144618	681.215621354399	299.227616330975	269.022980361312	350.855680879728	1078.12695456098	1077.63139162247	534.08118448052	736.222006674046	719.01639631654	760.504616233877	784.020454841684	1
478.799545955288	430.726723292257	679.913580455432	675.622905198885	310.656491951186	277.974623053858	351.398364618403	1074.07246242139	1074.65103303554	545.367182199699	738.899346947741	718.177819532309	764.499839098929	787.173385207778	1
476.9339484519	431.585903459883	682.010425810045	674.539940762734	303.641408238474	273.909957173619	351.310841574954	1072.60458746128	1077.45913594901	540.666700489291	737.96569541631	719.657781066962	760.17053117828	784.148859855739	1
476.796405710023	430.537508053962	683.282636519729	675.687414687121	303.558756148185	271.877015495959	352.11962890193	1073.06062733029	1080.17502334262	539.865478325036	736.076566320887	715.750103382905	759.518534491774	782.433515881282	1
291.23228933341	313.006030764093	682.163227019855	709.266854131114	167.124984458954	215.644553405356	260.848634550305	1126.07706122244	1105.77587018939	287.099954014302	534.624434668747	570.464667974986	736.101429031258	692.787743226915	1
293.533683155303	318.509729348555	686.117518351574	710.205391282163	164.249497482309	193.136868672434	256.767046514729	1127.62313439395	1113.09741540043	284.817807637525	533.149372136975	566.132670760028	709.430633865874	686.05194198842	1
292.641119805784	310.964122530072	680.878134304179	709.409182516361	161.419683038442	197.133105060532	261.703909751565	1127.7081810446	1109.66508996172	287.894951353626	523.997324904469	559.886959630347	713.31098990123	683.627491447642	1
293.574008809356	314.647788689467	686.040682458125	710.993802274096	163.588276334743	199.684598445277	263.771257821944	1128.9726244359	1114.25830401521	284.615905006955	530.819387657519	565.105477979631	717.860480287798	689.717791665302	1
295.739406155212	302.387400832394	668.044672180051	696.751816925435	166.009480058017	194.74925470258	260.644535295913	1067.99863998244	1106.64041821604	264.827981059383	531.745810630444	564.192001275082	702.022306218079	663.166029659123	1
